# 中華語文大辭典
# https://github.com/g0v/moedict-data-csld/blob/master/中華語文大辭典全稿-20160620.csv
# 对应中華語文知識庫（台灣版）数据；
#
# 正體字形	簡化字形	字詞流水序	音序	臺／陸特有詞	臺／陸特有音	臺灣漢拼	大陸漢拼

座談	座谈	1012130021				zuòtán	
座談會	座谈会	1012130022				zuòtánhuì	
座標	座标	1012130023				zuòbiāo	
座機	座机	1012130024				zuòjī	
座艙	座舱	1012130025				zuòcānɡ	
座鐘	座钟	1012130026				zuòzhōnɡ	
康	康	1012140000				kānɡ	
康乃馨	康乃馨	1012140001				kānɡnǎixīn	
康巨	康巨	1012140002				kānɡjù	
康有為	康有为	1012140003				kānɡyǒuwéi	
康里巎巎	康里巎巎	1012140005				kānɡlǐ náonáo	
康孟祥		1012140007				kānɡmènɡxiánɡ	
康拜因	康拜因	1012140008		★		kānɡbàiyīn	
康海	康海	1012140009				kānɡhǎi	
康泰	康泰	1012140010				kānɡtài	
康乾之治	康乾之治	1012140011				kānɡqiánzhīzhì	
康莊	康庄	1012140012				kānɡzhuānɡ	
康莊大道	康庄大道	1012140013				kānɡzhuānɡ-dàdào	
康健	康健	1012140014				kānɡjiàn	
康進之	康进之	1012140016				kānɡjìnzhī	
康復	康复	1012140017				kānɡfù	
康復師	康复师	1012140018		★		kānɡfùshī	
康復醫療	康复医疗	1012140019				kānɡfù yīliáo	
康寧	康宁	1012140020				kānɡnínɡ	
康熙	康熙	1012140021				kānɡxī	
康熙字典	康熙字典	1012140022				kānɡxī zìdiǎn	
康僧淵	康僧渊	1012140023				kānɡsēnɡyuān	
康僧會	康僧会	1012140024				kānɡsēnɡhuì	
康廣仁	康广仁	1012140025				kānɡɡuǎnɡrén	
康樂	康乐	1012140026				kānɡlè	
康樂活動	康乐活动	1012140027				kānɡlè huódònɡ	
康樂隊	康乐队	1012140029		▲		kānɡlèduì	
康衢	康衢	1012140031				kānɡqú	
庸	庸	1012150000				yōnɡ	
庸人	庸人	1012150001				yōnɡrén	
庸人自擾	庸人自扰	1012150002				yōnɡrén-zìrǎo	
庸才	庸才	1012150003				yōnɡcái	
庸中佼佼	庸中佼佼	1012150005				yōnɡzhōnɡ-jiǎojiǎo	
庸言	庸言	1012150006				yōnɡyán	
庸材	庸材	1012150007				yōnɡcái	
庸客	庸客	1012150008				yōnɡkè	
庸保	庸保	1012150009				yōnɡbǎo	
庸俗	庸俗	1012150010				yōnɡsú	
庸庸	庸庸	1012150011				yōnɡyōnɡ	
庸庸碌碌	庸庸碌碌	1012150012				yōnɡyōnɡ-lùlù	
庸碌	庸碌	1012150013				yōnɡlù	
庸醫	庸医	1012150014				yōnɡyī	
庶		1012160000				shù	
庶人		1012160001				shùrén	
庶子		1012160002				shùzǐ	
庶出		1012160003				shùchū	
庶民		1012160005				shùmín	
庶務	庶务	1012160010				shùwù	
庶幾	庶几	1012160011				shùjī	
庵	庵	1012170000				ān	
庵堂	庵堂	1012170002				āntánɡ	
庾		1012180000				yǔ	
庾肩吾	庾肩吾	1012180001				yǔjiānwú	
庾亮	庾亮	1012180002				yǔliànɡ	
庾信		1012180003				yǔxìn	
庾翼	庾翼	1012180004				yǔyì	
廊		1012190000				lánɡ	
廊子		1012190001				lánɡzi	
廊橋	廊桥	1012190003				lánɡqiáo	
廊簷	廊檐	1012190005				lánɡyán	
廁	厕	1012200000				cè	
廁足	厕足	1012200001				cèzú	
廁身	厕身	1012200002				cèshēn	
廁身其間	厕身其间	1012200003				cèshēnqíjiān	
廁所	厕所	1012200004				cèsuǒ	
廁所裡撐竿跳	厕所里撑竿跳	1012200005				cèsuǒ lǐ chēnɡɡāntiào	
廁神	厕神	1012200007				cèshén	
廂	厢	1012210000				xiānɡ	
廂房	厢房	1012210001				xiānɡfánɡ	
廉		1012220000				lián	
廉內助	廉内助	1012220001		★		liánnèizhù	
廉正		1012220002				liánzhènɡ	
廉直		1012220004				liánzhí	
廉明		1012220005				liánmínɡ	
廉政		1012220006				liánzhènɡ	
廉泉讓水	廉泉让水	1012220008				liánquán-rànɡshuǐ	
廉恥	廉耻	1012220009				liánchǐ	
廉租房	廉租房	1012220011		★		liánzūfánɡ	
廉航	廉航	1012220012				liánhánɡ	
廉能	廉能	1012220013				liánnénɡ	
廉頗	廉颇	1012220017				liánpō	
廉潔	廉洁	1012220018				liánjié	
廉潔奉公	廉洁奉公	1012220019				liánjié-fènɡɡōnɡ	
廉價	廉价	1012220020				liánjià	
廉價航空	廉价航空	1012220021				liánjià hánɡkōnɡ	
廉讓	廉让	1012220023				liánrànɡ	
廈	厦	1012230000	1			xià	
廈	厦	1012230000	2			xià	shà
廓		1012240000				kuò	
廓清	廓清	1012240001				kuòqīnɡ	
廖	廖	1012250000				liào	
廖化	廖化	1012250001				liàohuà	
廖平	廖平	1012250002				liàopínɡ	
廖添丁	廖添丁	1012250003				liàotiāndīnɡ	
廢	废	1012260000				fèi	
廢人	废人	1012260001				fèirén	
廢止	废止	1012260003				fèizhǐ	
廢水	废水	1012260004				fèishuǐ	
廢立	废立	1012260005				fèilì	
廢弛	废弛	1012260006				fèichí	
廢址	废址	1012260008				fèizhǐ	
廢物	废物	1012260010				fèiwù	
廢物利用	废物利用	1012260011				fèiwù lìyònɡ	
廢品	废品	1012260012				fèipǐn	
廢料	废料	1012260016				fèiliào	
廢時	废时	1012260017				fèishí	
廢氣	废气	1012260018				fèiqì	
廢紙	废纸	1012260019				fèizhǐ	
廢除	废除	1012260020				fèichú	
廢票	废票	1012260022				fèipiào	
廢棄	废弃	1012260023				fèiqì	
廢渣	废渣	1012260025				fèizhā	
廢話	废话	1012260027				fèihuà	
廢置	废置	1012260028				fèizhì	
廢寢忘食	废寝忘食	1012260029				fèiqǐn-wànɡshí	
廢銅爛鐵	废铜烂铁	1012260031				fèitónɡ-làntiě	
廢墟	废墟	1012260032				fèixū	
廢熱	废热	1012260033				fèirè	
廢學	废学	1012260034		★		fèixué	
廢黜	废黜	1012260035				fèichù	
廢鐵	废铁	1012260038				fèitiě	
廚	厨	1012270000				chú	
廚刀	厨刀	1012270001				chúdāo	
廚子	厨子	1012270003				chúzi	
廚具	厨具	1012270005				chújù	
廚房	厨房	1012270006				chúfánɡ	
廚師	厨师	1012270007				chúshī	
廚餘	厨余	1012270009				chúyú	
廚餘垃圾	厨余垃圾	1012270010				chúyú lèsè	chúyú lājī
廚餘機	厨余机	1012270011				chúyújī	
廚衛	厨卫	1012270012				chúwèi	
廚藝	厨艺	1012270013				chúyì	
廟	庙	1012280000				miào	
廟小妖風大	庙小妖风大	1012280001				miào xiǎo yāofēnɡ dà	
廟公	庙公	1012280003		▲		miàoɡōnɡ	
廟宇	庙宇	1012280005				miàoyǔ	
廟社	庙社	1012280007				miàoshè	
廟底溝遺址	庙底沟遗址	1012280008				miàodǐɡōu yízhǐ	
廟祝	庙祝	1012280009				miàozhù	
廟堂	庙堂	1012280010				miàotánɡ	
廟號	庙号	1012280011				miàohào	
廟會	庙会	1012280012				miàohuì	
廟貌	庙貌	1012280013				miàomào	
廟算	庙算	1012280014				miàosuàn	
廟窮和尚富	庙穷和尚富	1012280015		★		miào qiónɡ héshànɡ fù	miào qiónɡ héshɑnɡ fù
廝	厮	1012290000				sī	
廝守	厮守	1012290002				sīshǒu	
廝混	厮混	1012290004				sīhùn	
廝殺	厮杀	1012290005				sīshā	
廣	广	1012300000				ɡuǎnɡ	
廣大	广大	1012300002				ɡuǎnɡdà	
廣川畫跋	广川画跋	1012300003				ɡuǎnɡchuān huàbá	
廣文館	广文馆	1012300004				ɡuǎnɡwénɡuǎn	
廣元石刻	广元石刻	1012300005				ɡuǎnɡyuán shíkè	
廣元皇澤寺千佛崖	广元皇泽寺千佛崖	1012300006				ɡuǎnɡyuán huánɡzésì qiānfóyái	ɡuǎnɡyuán huánɡzésì qiānfóyá
廣布	广布	1012300007				ɡuǎnɡbù	
廣目天王	广目天王	1012300008				ɡuǎnɡmù tiānwánɡ	
廣交會	广交会	1012300010		★		ɡuǎnɡjiāohuì	
廣州通海夷道	广州通海夷道	1012300012				ɡuǎnɡzhōu tōnɡhǎi yídào	
廣西樂業天坑群	广西乐业天坑群	1012300013				ɡuǎnɡxī lèyè tiānkēnɡqún	
廣成子	广成子	1012300016				ɡuǎnɡchénɡzǐ	
廣成集	广成集	1012300017				ɡuǎnɡchénɡjí	
廣告	广告	1012300019				ɡuǎnɡɡào	
廣告費	广告费	1012300025				ɡuǎnɡɡàofèi	
廣角鏡	广角镜	1012300028				ɡuǎnɡjiǎojìnɡ	
廣角鏡頭	广角镜头	1012300029				ɡuǎnɡjiǎo jìnɡtóu	
廣河文化遺址	广河文化遗址	1012300030				ɡuǎnɡhé wénhuà yízhǐ	
廣泛	广泛	1012300031				ɡuǎnɡfàn	
廣東板	广东板	1012300032				ɡuǎnɡdōnɡbǎn	
廣受好評	广受好评	1012300035				ɡuǎnɡshòu-hǎopínɡ	
廣度	广度	1012300036				ɡuǎnɡdù	
廣柑	广柑	1012300038		★		ɡuǎnɡɡān	
廣栽桃李	广栽桃李	1012300040				ɡuǎnɡzāi-táolǐ	
廣袤	广袤	1012300041				ɡuǎnɡmào	
廣域網	广域网	1012300042		★		ɡuǎnɡyùwǎnɡ	
廣域網路	广域网路	1012300043		▲		ɡuǎnɡyù wǎnɡlù	
廣彩瓷	广彩瓷	1012300045				ɡuǎnɡcǎicí	
廣通渠	广通渠	1012300047				ɡuǎnɡtōnɡqú	
廣陵月	广陵月	1012300048				ɡuǎnɡlínɡyuè	
廣陵絕響	广陵绝响	1012300049				ɡuǎnɡlínɡ-juéxiǎnɡ	
廣寒宮	广寒宫	1012300050				ɡuǎnɡhánɡōnɡ	
廣場	广场	1012300051				ɡuǎnɡchǎnɡ	
廣博	广博	1012300052				ɡuǎnɡbó	
廣雅	广雅	1012300054				ɡuǎnɡyǎ	
廣雅疏證	广雅疏证	1012300055				ɡuǎnɡyǎ shūzhènɡ	
廣開言路	广开言路	1012300056				ɡuǎnɡkāi-yánlù	
廣開門路	广开门路	1012300057				ɡuǎnɡkāi-ménlù	
廣開財路	广开财路	1012300058				ɡuǎnɡkāi-cáilù	
廣勝寺	广胜寺	1012300059				ɡuǎnɡshènɡsì	
廣結善緣	广结善缘	1012300061				ɡuǎnɡjié-shànyuán	
廣絕交論	广绝交论	1012300062				ɡuǎnɡjuéjiāolùn	
廣義	广义	1012300064				ɡuǎnɡyì	
廣群芳譜	广群芳谱	1012300067				ɡuǎnɡqúnfānɡpǔ	
廣漠	广漠	1012300069				ɡuǎnɡmò	
廣種薄收	广种薄收	1012300071				ɡuǎnɡzhònɡ-bóshōu	
廣播	广播	1012300072				ɡuǎnɡbò	ɡuǎnɡbō
廣播站	广播站	1012300074				ɡuǎnɡbòzhàn	ɡuǎnɡbōzhàn
廣播電視大學	广播电视大学	1012300076		★		ɡuǎnɡbò diànshì dàxué	ɡuǎnɡbō diànshì dàxué
廣播電臺	广播电台	1012300077				ɡuǎnɡbò diàntái	ɡuǎnɡbō diàntái
廣播網	广播网	1012300078				ɡuǎnɡbòwǎnɡ	ɡuǎnɡbōwǎnɡ
廣播劇	广播剧	1012300079				ɡuǎnɡbòjù	ɡuǎnɡbōjù
廣播操	广播操	1012300081		★		ɡuǎnɡbòcāo	ɡuǎnɡbōcāo
廣播體操	广播体操	1012300082		★		ɡuǎnɡbò tǐcāo	ɡuǎnɡbō tǐcāo
廣澤尊王	广泽尊王	1012300083				ɡuǎnɡzé zūnwánɡ	
廣濟寺	广济寺	1012300084				ɡuǎnɡjìsì	
廣濟橋	广济桥	1012300085				ɡuǎnɡjìqiáo	
廣闊	广阔	1012300086				ɡuǎnɡkuò	
廣韻	广韵	1012300087				ɡuǎnɡyùn	
廣藝舟雙楫	广艺舟双楫	1012300088				ɡuǎnɡyìzhōushuānɡjí	
廠	厂	1012310000				chǎnɡ	
廠休	厂休	1012310004		★		chǎnɡxiū	
廠長	厂长	1012310006				chǎnɡzhǎnɡ	
廠房	厂房	1012310007				chǎnɡfánɡ	
廠紀	厂纪	1012310008		★		chǎnɡjì	
廠家	厂家	1012310009				chǎnɡjiā	
廠校掛鉤	厂校挂钩	1012310010		★		chǎnɡxiào-ɡuàɡōu	
廠商	厂商	1012310012				chǎnɡshānɡ	
廠規	厂规	1012310013				chǎnɡɡuī	
廠區	厂区	1012310014				chǎnɡqū	
廠棚	厂棚	1012310015				chǎnɡpénɡ	
廠牌	厂牌	1012310016				chǎnɡpái	
廠標	厂标	1012310017		★		chǎnɡbiāo	
廠價	厂价	1012310018				chǎnɡjià	
廠禮拜	厂礼拜	1012310019		★		chǎnɡlǐbài	
廠礦	厂矿	1012310020		★		chǎnɡkuànɡ	
廠齡	厂龄	1012310021				chǎnɡlínɡ	
龐	庞	1012320000				pánɡ	
龐大	庞大	1012320001				pánɡdà	
龐公傳	庞公传	1012320002				pánɡɡōnɡzhuàn	
龐克	庞克	1012320003		▲		pánɡkè	
龐眉皓髮	庞眉皓发	1012320006				pánɡméi-hàofǎ	pánɡméi-hàofà
龐涓	庞涓	1012320007				pánɡjuān	
龐統	庞统	1012320008				pánɡtǒnɡ	
龐然	庞然	1012320009				pánɡrán	
龐然大物	庞然大物	1012320010				pánɡrán-dàwù	
龐德	庞德	1012320011				pánɡdé	
龐雜	庞杂	1012320012				pánɡzá	
廬	庐	1012330000				lú	
廬山	庐山	1012330001				lúshān	
廬山高圖	庐山高图	1012330002				lúshānɡāotú	
廬山真面	庐山真面	1012330003				lúshān zhēnmiàn	
廬山真面目	庐山真面目	1012330004				lúshān zhēn miànmù	
廬山草堂記	庐山草堂记	1012330005				lúshān cǎotánɡ jì	
廬舍	庐舍	1012330006				lúshè	
廬墓	庐墓	1012330007				lúmù	
廳	厅	1012340000				tīnɡ	
廳舍	厅舍	1012340001		▲		tīnɡshè	
廳堂	厅堂	1012340002				tīnɡtánɡ	
廷		1012350000				tínɡ	
廷杖		1012350001				tínɡzhànɡ	
廷爭	廷争	1012350002				tínɡzhēnɡ	
廷寄		1012350003				tínɡjì	
廷試	廷试	1012350004				tínɡshì	
廷魁	廷魁	1012350005				tínɡkuí	
延	延	1012360000				yán	
延平郡王	延平郡王	1012360001				yánpínɡ jùnwánɡ	
延平郡王祠	延平郡王祠	1012360002				yánpínɡ jùnwánɡ cí	
延年益壽	延年益寿	1012360004				yánnián-yìshòu	
延伸	延伸	1012360005				yánshēn	
延宕	延宕	1012360006				yándànɡ	
延長	延长	1012360008				yánchánɡ	
延長米	延长米	1012360009		★		yánchánɡmǐ	
延長線	延长线	1012360010				yánchánɡxiàn	
延長賽	延长赛	1012360011				yánchánɡsài	
延後	延后	1012360012				yánhòu	
延展		1012360014				yánzhǎn	
延期	延期	1012360016				yánqí	yánqī
延聘	延聘	1012360017				yánpìnɡ	yánpìn
延腦	延脑	1012360019				yánnǎo	
延誤	延误	1012360021				yánwù	
延壽	延寿	1012360022				yánshòu	
延請	延请	1012360024				yánqǐnɡ	
延緩	延缓	1012360025				yánhuǎn	
延頸企踵	延颈企踵	1012360027				yánjǐnɡ-qìzhǒnɡ	yánjǐnɡ-qǐzhǒnɡ
延篤	延笃	1012360029				yándǔ	
延遲	延迟	1012360030				yánchí	
延擱	延搁	1012360031				yánɡē	
延譽	延誉	1012360033				yányù	
延屬	延属	1012360034				yánzhǔ	
延續	延续	1012360035				yánxù	
延髓	延髓	1012360036				yánsuǐ	
延攬	延揽	1012360037				yánlǎn	
建		1012370000				jiàn	
建立		1012370003				jiànlì	
建功		1012370004				jiànɡōnɡ	
建功立業	建功立业	1012370005				jiànɡōnɡ-lìyè	
建安七子	建安七子	1012370008				jiàn’ān qīzǐ	
建安文學	建安文学	1012370009				jiàn’ān wénxué	
建安風骨	建安风骨	1012370010				jiàn’ān fēnɡɡǔ	
建交		1012370011				jiànjiāo	
建地	建地	1012370012		▲		jiàndì	
建言		1012370013				jiànyán	
建言書	建言书	1012370014				jiànyánshū	
建材		1012370015				jiàncái	
建投		1012370016				jiàntóu	
建炎以來繫年要錄	建炎以来系年要录	1012370017				jiànyán yǐlái xìnián yàolù	
建坪		1012370018		▲		jiànpínɡ	
建制		1012370019				jiànzhì	
建物		1012370020		▲		jiànwù	
建案	建案	1012370023		▲		jiàn’àn	
建商	建商	1012370027		▲		jiànshānɡ	
建設	建设	1012370028				jiànshè	
建康實錄	建康实录	1012370032				jiànkānɡ shílù	
建都		1012370033				jiàndū	
建教合作	建教合作	1012370034		▲		jiànjiào hézuò	
建國	建国	1012370035				jiànɡuó	
建造	建造	1012370036				jiànzào	
建業	建业	1012370037				jiànyè	
建照		1012370038		▲		jiànzhào	
建置		1012370039				jiànzhì	
建構	建构	1012370041				jiànɡòu	
建構主義	建构主义	1012370042				jiànɡòu zhǔyì	
建蔽率	建蔽率	1012370044		▲		jiànbìlǜ	
建樹	建树	1012370045				jiànshù	
建築	建筑	1012370046				jiànzhú	jiànzhù
建築物	建筑物	1012370047				jiànzhúwù	jiànzhùwù
建築師	建筑师	1012370049				jiànzhúshī	jiànzhùshī
建築執照	建筑执照	1012370050				jiànzhú zhízhào	jiànzhù zhízhào
建築群	建筑群	1012370052				jiànzhúqún	jiànzhùqún
建檔	建档	1012370054				jiàndǎnɡ	jiàndànɡ
建醮		1012370056				jiànjiào	
建議	建议	1012370057				jiànyì	
建蘭	建兰	1012370059				jiànlán	
廿		1012380000				niàn	
弁		1012390000	1			biàn	
弁		1012390000	2			pán	
弁言		1012390001				biànyán	
弄		1012400000	1			nònɡ	
弄		1012400000	2			lònɡ	
弄巧成拙		1012400001				nònɡqiǎo-chénɡzhuó	nònɡqiǎo-chénɡzhuō
弄瓦	弄瓦	1012400002				nònɡwǎ	
弄瓦徵祥	弄瓦征祥	1012400003				nònɡwǎ-zhēnɡxiánɡ	
弄臣		1012400004				nònɡchén	
弄車鼓	弄车鼓	1012400006				nònɡchēɡǔ	
弄神弄鬼	弄神弄鬼	1012400008				nònɡshén-nònɡɡuǐ	
弄堂		1012400010				lònɡtánɡ	
弄假成真		1012400011				nònɡjiǎ-chénɡzhēn	
弄虛作假	弄虚作假	1012400012				nònɡxū-zuòjiǎ	
弄潮		1012400014				nònɡcháo	
弄潮兒	弄潮儿	1012400015				nònɡcháo’ér	
弄璋		1012400016				nònɡzhānɡ	
弄璋之喜		1012400017				nònɡzhānɡzhīxǐ	
弄璋誌喜	弄璋志喜	1012400018				nònɡzhānɡ-zhìxǐ	
弄權	弄权	1012400021				nònɡquán	
弈	弈	1012410000				yì	
弊	弊	1012420000				bì	
弊政	弊政	1012420001				bìzhènɡ	
弊害	弊害	1012420002				bìhài	
弊案	弊案	1012420003				bì’àn	
弊病	弊病	1012420004				bìbìnɡ	
弊絕風清	弊绝风清	1012420005				bìjué-fēnɡqīnɡ	
弊端	弊端	1012420007				bìduān	
式		1012430000				shì	
式子		1012430001				shìzi	
式古堂朱墨書畫記	式古堂朱墨书画记	1012430002				shìɡǔtánɡ zhūmò shūhuà jì	
式古堂書畫彙考	式古堂书画汇考	1012430003				shìɡǔtánɡ shūhuà huìkǎo	
式微	式微	1012430004				shìwéi	shìwēi
式樣	式样	1012430005				shìyànɡ	
弒	弑	1012440000				shì	
弓		1012450000				ɡōnɡ	
弓上弦，刀出鞘	弓上弦，刀出鞘	1012450001				ɡōnɡshànɡxián,dāochūqiào	
弓子		1012450002				ɡōnɡzi	
弓形		1012450004				ɡōnɡxínɡ	
弓形腿	弓形腿	1012450005				ɡōnɡxínɡtuǐ	
弓弦		1012450006				ɡōnɡxián	
弓馬	弓马	1012450010				ɡōnɡmǎ	
弓鞋		1012450012				ɡōnɡxié	
弓箭	弓箭	1012450013				ɡōnɡjiàn	
弓藏	弓藏	1012450015				ɡōnɡcánɡ	
弔	吊	1012460000				diào	
弔古	吊古	1012460002				diàoɡǔ	
弔古戰場文	吊古战场文	1012460003				diào ɡǔzhànchǎnɡ wén	
弔民伐罪	吊民伐罪	1012460004				diàomín-fāzuì	diàomín-fázuì
弔死問疾	吊死问疾	1012460007				diàosǐ-wènjí	
弔孝	吊孝	1012460009				diàoxiào	
弔屈原賦	吊屈原赋	1012460011				diàoqūyuánfù	
弔唁	吊唁	1012460013				diàoyàn	
弔問	吊问	1012460017				diàowèn	
弔喪	吊丧	1012460019				diàosānɡ	
弔詭	吊诡	1012460020				diàoɡuǐ	
弔影	吊影	1012460023				diàoyǐnɡ	
弔慰	吊慰	1012460025				diàowèi	
引		1012470000				yǐn	
引人入勝	引人入胜	1012470001				yǐnrén-rùshènɡ	
引人注目		1012470002				yǐnrén-zhùmù	
引人非議	引人非议	1012470003				yǐnrén-fēiyì	
引人深思	引人深思	1012470004				yǐnrén-shēnsī	
引人側目	引人侧目	1012470005				yǐnrén-cèmù	
引人遐思	引人遐思	1012470006				yǐnrén-xiásī	
引人矚目	引人瞩目	1012470007				yǐnrén-zhǔmù	
引入		1012470008				yǐnrù	
引力		1012470009				yǐnlì	
引力常量		1012470010				yǐnlì chánɡliànɡ	
引子		1012470012				yǐnzi	
引子酶		1012470013		▲		yǐnziméi	
引文		1012470014				yǐnwén	
引火	引火	1012470015				yǐnhuǒ	
引火燒身	引火烧身	1012470016				yǐnhuǒ-shāoshēn	
引介		1012470018				yǐnjiè	
引水		1012470019				yǐnshuǐ	
引水人		1012470020		▲		yǐnshuǐrén	
引以自豪	引以自豪	1012470021				yǐnyǐzìháo	
引以為戒	引以为戒	1012470022				yǐnyǐwéijiè	
引以為傲	引以为傲	1012470023				yǐnyǐwéi’ào	
引以為豪	引以为豪	1012470024				yǐnyǐwéiháo	
引以為榮	引以为荣	1012470025				yǐnyǐwéirónɡ	
引以為鑒	引以为鉴	1012470026				yǐnyǐwéijiàn	
引以為鑑	引以为鉴	1012470027				yǐnyǐwéijiàn	
引申		1012470028				yǐnshēn	
